review_text,star_rating,timestamp,clean_text,normalized_text,sentiment,aspects
"Admin ramah responnya cepat, tas sesuai deskripsi.",4,2026-03-30 12:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat banget, jam tangan original.",4,2025-12-30 19:14:08,pengiriman cepat banget jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Kurir lambat, tas hancur pas sampai ga pake bubble wrap.",2,2026-03-01 05:14:08,kurir lambat tas hancur pas sampai ga pake bubble wrap,kurir lambat tas hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"baju sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2026-08-09 02:14:08,baju sampai dengan selamat original sih tapi pengirimannya lambat,baju sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-06-28 03:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"jam tangan bgs, packing aman pake bubble wrap.",4,2026-04-25 09:14:08,jam tangan bgs packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Kecewa, skincare cacat tdk sesuai gambar.",1,2026-05-09 05:14:08,kecewa skincare cacat tdk sesuai gambar,kecewa skincare cacat tidak sesuai gambar,Negative,Product Quality
"Gpp lah, agak lama tapi jam tangan masih utuh.",3,2026-08-19 14:14:08,gpp lah agak lama tapi jam tangan masih utuh,tidak apa-apa lah agak lama tapi jam tangan masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Sesuai harga, sepatu cukup oke, admin biasa aja.",3,2026-01-13 18:14:08,sesuai harga sepatu cukup oke admin biasa aja,sesuai harga sepatu cukup oke admin biasa aja,Neutral,Customer Service
"Mantap, tas kualitasnya original juara.",5,2026-07-26 07:14:08,mantap tas kualitasnya original juara,mantap tas kualitasnya original juara,Positive,Product Quality
"sepatu sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2025-12-12 17:14:08,sepatu sampai dengan selamat original sih tapi pengirimannya lambat,sepatu sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Pengiriman cepat banget, tas original.",5,2026-08-23 11:14:08,pengiriman cepat banget tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Mantap, baju kualitasnya original juara.",5,2025-09-28 11:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat bgt, skincare original.",4,2026-07-06 02:14:08,pengiriman cepat bgt skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"Pengiriman cepat banget, tas original.",5,2026-04-19 07:14:08,pengiriman cepat banget tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2026-07-21 11:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin acuh, respon lambat, baju sepertinya tiruan.",1,2026-04-30 00:14:08,admin acuh respon lambat baju sepertinya tiruan,admin acuh respon lambat baju sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-08-25 16:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"tas bgs, packing aman pake bubble wrap.",5,2025-10-16 12:14:08,tas bgs packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",4,2026-09-19 19:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Biasa aja, pengiriman standar.",3,2026-06-26 10:14:08,biasa aja pengiriman standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"Admin acuh, respon lambat, skincare sepertinya tiruan.",1,2025-10-12 08:14:08,admin acuh respon lambat skincare sepertinya tiruan,admin acuh respon lambat skincare sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, hp kualitasnya original juara.",4,2026-04-27 13:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-02-19 06:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",4,2025-12-12 06:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, tas kualitasnya original juara.",5,2025-10-22 22:14:08,mantap tas kualitasnya original juara,mantap tas kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat bgt, hp original.",4,2025-12-20 18:14:08,pengiriman cepat bgt hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"baju bgs, packing aman pake bubble wrap.",5,2026-04-18 03:14:08,baju bgs packing aman pake bubble wrap,baju bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-06-09 12:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengirimannya lama banget, kurir lambat, baju penyok.",2,2026-02-07 15:14:08,pengirimannya lama banget kurir lambat baju penyok,pengiriman lama banget kurir lambat baju penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Bagus bgt, kurir juga ramah recommended seller.",5,2025-11-04 11:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"tas bgs, packing aman pake bubble wrap.",4,2026-09-06 21:14:08,tas bgs packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2025-12-29 17:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-04-22 17:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat banget, jam tangan original.",4,2026-03-02 21:14:08,pengiriman cepat banget jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Mantap, sepatu kualitasnya original juara.",5,2025-12-07 08:14:08,mantap sepatu kualitasnya original juara,mantap sepatu kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2026-07-06 08:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat bgt, tas original.",4,2026-04-24 23:14:08,pengiriman cepat bgt tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Pengirimannya lama bgt, abang kurir lambat, hp penyok.",2,2025-10-05 07:14:08,pengirimannya lama bgt abang kurir lambat hp penyok,pengiriman lama banget abang kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, jam tangan kualitasnya original juara.",4,2025-10-08 00:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin acuh, respon lambat, skincare sptnya tiruan.",2,2026-03-31 23:14:08,admin acuh respon lambat skincare sptnya tiruan,admin acuh respon lambat skincare sptnya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat banget, tas original.",5,2026-07-19 21:14:08,pengiriman cepat banget tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Gpp lah, agak lama tapi skincare masih utuh.",3,2026-02-16 09:14:08,gpp lah agak lama tapi skincare masih utuh,tidak apa-apa lah agak lama tapi skincare masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Pengiriman cepat bgt, baju original.",5,2026-05-23 20:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-03-19 14:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat banget, sepatu original.",5,2026-05-18 04:14:08,pengiriman cepat banget sepatu original,pengiriman cepat banget sepatu original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-05-11 05:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-01-26 11:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-07-16 01:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2025-10-17 18:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengirimannya lama banget, kurir lambat, hp penyok.",1,2026-02-01 15:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"hp cacat, packing rusak dan bocor.",2,2025-12-18 00:14:08,hp cacat packing rusak dan bocor,hp cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Kurir lambat, hp hancur pas sampai ga pake bubble wrap.",1,2026-08-22 12:14:08,kurir lambat hp hancur pas sampai ga pake bubble wrap,kurir lambat hp hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Kecewa, hp cacat tdk sesuai gambar.",1,2026-04-24 12:14:08,kecewa hp cacat tdk sesuai gambar,kecewa hp cacat tidak sesuai gambar,Negative,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-07-24 19:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengirimannya lama banget, kurir lambat, jam tangan penyok.",1,2026-05-06 03:14:08,pengirimannya lama banget kurir lambat jam tangan penyok,pengiriman lama banget kurir lambat jam tangan penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat bgt, hp original.",5,2026-07-04 02:14:08,pengiriman cepat bgt hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"Mantap, sepatu kualitasnya original juara.",5,2025-10-18 15:14:08,mantap sepatu kualitasnya original juara,mantap sepatu kualitasnya original juara,Positive,Product Quality
"hp sampai dengan selamat, original sih tapi pengiriman lambat.",3,2025-10-05 09:14:08,hp sampai dengan selamat original sih tapi pengiriman lambat,hp sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Gpp lah, agak lama tapi hp masih utuh.",3,2026-03-13 07:14:08,gpp lah agak lama tapi hp masih utuh,tidak apa-apa lah agak lama tapi hp masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Sesuai harga, tas cukup oke, admin biasa aja.",3,2025-10-06 01:14:08,sesuai harga tas cukup oke admin biasa aja,sesuai harga tas cukup oke admin biasa aja,Neutral,Customer Service
"tas sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2026-07-05 04:14:08,tas sampai dengan selamat original sih tapi pengirimannya lambat,tas sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Kecewa, sepatu cacat tdk sesuai gambar.",1,2026-04-29 04:14:08,kecewa sepatu cacat tdk sesuai gambar,kecewa sepatu cacat tidak sesuai gambar,Negative,Product Quality
"jam tangan bagus, packing aman pake bubble wrap.",4,2026-07-27 05:14:08,jam tangan bagus packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
hp lumayan lah buat harga segini.,3,2026-01-21 19:14:08,hp lumayan lah buat harga segini,hp lumayan lah buat harga segini,Neutral,General
"Mantap, hp kualitasnya original juara.",4,2026-04-21 02:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-04-25 07:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengirimannya lama banget, kurir lambat, jam tangan penyok.",1,2026-08-18 15:14:08,pengirimannya lama banget kurir lambat jam tangan penyok,pengiriman lama banget kurir lambat jam tangan penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-11-08 12:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"jam tangan bagus, packing aman pake bubble wrap.",5,2026-02-16 20:14:08,jam tangan bagus packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Kurir lambat, jam tangan hancur pas sampai ga pake bubble wrap.",1,2026-07-29 07:14:08,kurir lambat jam tangan hancur pas sampai ga pake bubble wrap,kurir lambat jam tangan hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengirimannya lama bgt, abang kurir lambat, baju penyok.",2,2026-05-20 16:14:08,pengirimannya lama bgt abang kurir lambat baju penyok,pengiriman lama banget abang kurir lambat baju penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2026-08-14 09:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Sesuai harga, skincare cukup oke, admin biasa aja.",3,2026-01-14 22:14:08,sesuai harga skincare cukup oke admin biasa aja,sesuai harga skincare cukup oke admin biasa aja,Neutral,Customer Service
"jam tangan bgs, packing aman pake bubble wrap.",5,2026-05-31 17:14:08,jam tangan bgs packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
sepatu lumayan lah buat harga segini.,3,2026-01-09 19:14:08,sepatu lumayan lah buat harga segini,sepatu lumayan lah buat harga segini,Neutral,General
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2026-05-28 04:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"hp cacat, packing rusak dan bocor.",1,2026-08-17 11:14:08,hp cacat packing rusak dan bocor,hp cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"tas bagus, packing aman pake bubble wrap.",5,2025-11-26 17:14:08,tas bagus packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
